Department,SourceOfFund,DateRequested,DateNeeded,DateApproved,ApprovalLagDays,TransactionType,ModeOfPayment,TermsOfPayment,PR,PO,RR,TaxRegistration,TypeOfBusiness,Currency,Amount,ServiceFee,Less:EWT,NetTotalAmount,StudentsEnrolled,ProgramCount,AccreditationAudit,GovtFundingChange,TuitionPolicy
ATYCB,Project Fund,2025-10-20,2025-11-30,2025-10-22,2,Payment Only,Cash,Net 7,PR-2025-2869,,RR-2025-6040,Non-VAT,Honorarium 5%,PHP,26122.3,0.0,1306.12,24816.18,816,6,0,1.07,Decrease
TO,General Fund,2023-05-22,2023-06-11,2023-05-31,9,Purchase Order,Cheque,Net 30,PR-2023-1118,PO-2023-8274,RR-2023-3350,VAT,Honorarium 5%,PHP,15392.61,40.85,769.63,14582.13,656,0,0,1.01,Freeze
QAEO,Project Fund,2025-11-11,2025-12-14,2025-11-24,13,Purchase Order,Fund Transfer,Net 30,PR-2025-5617,PO-2025-6907,RR-2025-8097,VAT,Services,PHP,6029.65,94.42,120.59,5814.64,428,0,0,0.97,Freeze
1900 STORE,General Fund,2021-01-12,2021-02-03,2021-02-02,21,Purchase Order,Fund Transfer,Net 45,PR-2021-7461,PO-2021-5635,RR-2021-6207,VAT,Services,PHP,15789.65,103.69,315.79,15370.17,755,0,0,0.93,Freeze
1900 STORE,Project Fund,2025-06-25,2025-07-30,2025-07-15,20,Purchase Order,Fund Transfer,Net 30,PR-2025-4366,PO-2025-9117,RR-2025-7753,VAT,Services,PHP,13634.09,14.4,272.68,13347.01,788,0,0,1.03,Freeze
ADO,General Fund,2025-08-17,2025-09-23,2025-09-04,18,Purchase Order,Cheque,Net 45,PR-2025-8505,PO-2025-1812,RR-2025-9739,VAT,Goods,PHP,13064.13,14.26,130.64,12919.23,246,0,0,0.97,Freeze
HRMO,Special Fund,2025-10-18,2025-10-28,2025-10-24,6,Payment Only,Cheque,Net 7,PR-2025-6514,,RR-2025-4712,Non-VAT,Services,PHP,4464.72,9.95,89.29,4365.48,632,0,0,1.01,Freeze
OP,Project Fund,2021-01-20,2021-02-03,2021-01-27,7,Payment Only,Cash,Net 30,PR-2021-2302,,RR-2021-5830,VAT,Services,PHP,10786.24,0.0,215.72,10570.52,558,0,0,0.9,Freeze
IDEALS,General Fund,2021-11-06,2021-12-04,2021-11-26,20,Payment Only,Cash,Net 30,PR-2021-1672,,,VAT,Goods,PHP,15588.47,0.0,155.88,15432.59,437,0,0,0.96,Increase
CCIS,General Fund,2024-04-10,2024-05-20,2024-04-12,2,Payment Only,Cash,Net 7,PR-2024-3423,,,VAT,Goods,PHP,54163.27,0.0,541.63,53621.64,3106,3,0,1.02,Freeze
ADO,Paid Fund,2021-02-08,2021-03-11,2021-02-21,13,Payment Only,Fund Transfer,Net 30,PR-2021-3695,,RR-2021-8447,VAT,Goods,PHP,18975.16,57.2,189.75,18728.21,211,0,0,0.96,Freeze
MARCOMM,Special Fund,2021-04-28,2021-06-01,2021-05-07,9,Purchase Order,Fund Transfer,Net 30,PR-2021-5870,PO-2021-7149,RR-2021-8356,VAT,Honorarium 10%,PHP,15085.97,89.3,1508.6,13488.07,628,0,0,1.07,Freeze
CEA,General Fund,2022-02-21,2022-02-28,2022-02-21,0,Payment Only,Fund Transfer,Immediate,PR-2022-4788,,,VAT,Rental,PHP,32907.71,19.07,1645.39,31243.25,5044,8,0,0.93,Freeze
HRMO,General Fund,2023-07-27,2023-08-17,2023-08-05,9,Purchase Order,Cheque,Net 30,PR-2023-9061,PO-2023-6245,,Non-VAT,Goods,PHP,23742.09,43.59,237.42,23461.08,654,0,0,1.01,Increase
TO,General Fund,2023-09-12,2023-10-02,2023-09-24,12,Payment Only,Cash,Net 30,PR-2023-6063,,,Non-VAT,Goods,PHP,13590.54,0.0,135.91,13454.63,713,0,0,1.03,Increase
OAVP,General Fund,2021-02-02,2021-02-19,2021-02-03,1,Payment Only,Fund Transfer,Immediate,PR-2021-6493,,RR-2021-9785,VAT,Goods,PHP,23628.69,137.57,236.29,23254.83,208,0,0,0.97,Increase
CHSW,Special Fund,2021-11-12,2021-12-23,2021-11-29,17,Purchase Order,Cash,Net 45,PR-2021-9363,PO-2021-7177,,VAT,Rental,PHP,9623.93,0.0,481.2,9142.73,400,0,0,0.92,Decrease
OAVP,General Fund,2023-06-04,2023-07-08,2023-06-14,10,Payment Only,Fund Transfer,Net 45,PR-2023-2695,,RR-2023-8793,Non-VAT,Services,PHP,10797.98,98.27,215.96,10483.75,244,0,0,0.95,Freeze
CAS,Project Fund,2024-01-11,2024-02-23,2024-01-25,14,Purchase Order,Fund Transfer,Net 30,PR-2024-2452,PO-2024-5725,RR-2024-5263,VAT,Goods,PHP,35061.46,15.11,350.61,34695.74,3791,2,0,1.02,Increase
OP,General Fund,2021-09-25,2021-10-26,2021-10-04,9,Purchase Order,Cheque,Net 30,PR-2021-9511,PO-2021-3711,RR-2021-9287,VAT,Rental,PHP,8422.48,31.44,421.12,7969.92,552,0,0,1.02,Freeze
CEA,General Fund,2023-01-06,2023-01-13,2023-01-12,6,Payment Only,Cash,Net 30,PR-2023-8841,,RR-2023-1890,VAT,Services,PHP,49164.04,0.0,983.28,48180.76,5076,8,0,0.91,Freeze
OP,Special Fund,2025-06-17,2025-06-29,2025-06-28,11,Purchase Order,Fund Transfer,Net 30,PR-2025-5861,PO-2025-3188,,VAT,Services,PHP,12606.66,134.95,252.13,12219.58,535,0,0,1.06,Freeze
PO,Paid Fund,2025-12-14,2026-01-13,2026-01-04,21,Purchase Order,Cash,Net 45,PR-2025-3770,PO-2025-4601,RR-2025-1466,VAT,Honorarium 5%,PHP,9135.66,0.0,456.78,8678.88,485,0,0,0.99,Decrease
CEA,Project Fund,2025-12-15,2026-01-07,2025-12-25,10,Payment Only,Cheque,Net 30,PR-2025-3361,,,VAT,Goods,PHP,66425.74,17.22,664.26,65744.26,5187,8,0,1.08,Freeze
MARCOMM,Project Fund,2025-05-26,2025-06-06,2025-06-04,9,Payment Only,Fund Transfer,Net 15,PR-2025-3726,,RR-2025-3142,VAT,Goods,PHP,15831.18,35.87,158.31,15637.0,674,0,0,0.93,Increase
CCIS,General Fund,2023-01-10,2023-01-28,2023-01-19,9,Purchase Order,Fund Transfer,Net 30,PR-2023-2394,PO-2023-4786,RR-2023-6333,VAT,Goods,PHP,57456.83,49.38,574.57,56832.88,3091,3,0,1.04,Increase
CAS,Special Fund,2024-06-08,2024-06-19,2024-06-18,10,Purchase Order,Cheque,Net 30,PR-2024-7202,PO-2024-1044,,VAT,Honorarium 5%,PHP,50428.04,37.55,2521.4,47869.09,3800,2,0,0.99,Freeze
CHS,General Fund,2023-02-26,2023-03-24,2023-02-26,0,Payment Only,Fund Transfer,Immediate,PR-2023-7693,,RR-2023-8644,VAT,Honorarium 5%,PHP,78283.37,46.54,3914.17,74322.66,2702,5,0,1.09,Freeze
PO,Project Fund,2024-03-14,2024-04-08,2024-03-23,9,Purchase Order,Fund Transfer,Net 30,PR-2024-6135,PO-2024-9061,,VAT,Rental,USD,12901.97,45.96,645.1,12210.91,501,0,0,1.08,Freeze
MARCOMM,Project Fund,2022-07-19,2022-08-02,2022-07-27,8,Purchase Order,Cash,Net 15,PR-2022-3747,PO-2022-2378,RR-2022-3324,VAT,Goods,PHP,23112.96,0.0,231.13,22881.83,562,0,0,0.97,Increase
ORDI,Project Fund,2024-01-21,2024-02-03,2024-02-02,12,Purchase Order,Cheque,Net 30,PR-2024-1952,PO-2024-2570,,VAT,Goods,PHP,13221.18,17.47,132.21,13071.5,698,0,0,1.01,Freeze
CEA,Special Fund,2023-08-26,2023-09-06,2023-09-01,6,Purchase Order,Cash,Net 15,PR-2023-5442,PO-2023-1736,,VAT,Services,PHP,31112.72,0.0,622.25,30490.47,5016,8,0,1.06,Freeze
CEA,Project Fund,2021-02-19,2021-04-02,2021-03-20,29,Purchase Order,Cash,Net 30,PR-2021-1394,PO-2021-7737,,Non-VAT,Services,PHP,27806.28,0.0,556.13,27250.15,4971,8,0,1.01,Freeze
OP,General Fund,2024-12-17,2025-01-29,2024-12-29,12,Payment Only,Cheque,Net 45,PR-2024-4034,,RR-2024-1869,VAT,Services,PHP,19652.12,5.8,393.04,19253.28,527,0,0,1.05,Freeze
RO,Paid Fund,2021-01-14,2021-01-29,2021-01-22,8,Payment Only,Fund Transfer,Net 30,PR-2021-8897,,RR-2021-5646,VAT,Goods,PHP,12279.03,87.83,122.79,12068.41,489,0,0,1.01,Freeze
ADO,General Fund,2022-06-16,2022-07-01,2022-06-29,13,Purchase Order,Fund Transfer,Net 15,PR-2022-8505,PO-2022-5419,RR-2022-2856,Non-VAT,Rental,PHP,13198.83,63.83,659.94,12475.06,176,0,0,0.99,Freeze
CEA,Others,2021-01-26,2021-02-14,2021-02-13,18,Payment Only,Fund Transfer,Net 30,PR-2021-3247,,RR-2021-5244,VAT,Goods,PHP,50118.9,130.34,501.19,49487.37,4956,8,0,1.07,Freeze
CHS,Paid Fund,2022-12-06,2023-01-01,2022-12-18,12,Purchase Order,Cash,Net 30,PR-2022-7068,PO-2022-8647,RR-2022-8554,VAT,Services,PHP,90762.35,0.0,1815.25,88947.1,2643,5,0,1.1,Decrease
ACO,Paid Fund,2021-04-07,2021-05-19,2021-04-14,7,Purchase Order,Cash,Net 15,PR-2021-2792,PO-2021-2609,RR-2021-8454,VAT,Services,PHP,21013.89,0.0,420.28,20593.61,581,0,0,0.95,Decrease
CEA,General Fund,2025-07-17,2025-08-16,2025-07-31,14,Purchase Order,Fund Transfer,Net 15,PR-2025-5480,PO-2025-8795,RR-2025-5433,Non-VAT,Honorarium 5%,PHP,71862.7,118.35,3593.14,68151.21,5128,8,0,1.08,Freeze
CCIS,General Fund,2023-02-24,2023-04-03,2023-03-08,12,Purchase Order,Cheque,Net 15,PR-2023-1868,PO-2023-6034,RR-2023-4996,VAT,Goods,PHP,143405.11,36.41,1434.05,141934.65,3062,3,0,0.99,Freeze
MARCOMM,General Fund,2023-04-26,2023-06-09,2023-04-28,2,Purchase Order,Cash,Immediate,PR-2023-9849,PO-2023-3603,RR-2023-8451,Non-VAT,Goods,PHP,14708.26,0.0,147.08,14561.18,610,0,0,1.06,Freeze
CEA,General Fund,2022-10-24,2022-11-01,2022-10-24,0,Payment Only,Cheque,Immediate,PR-2022-7823,,RR-2022-6876,Non-VAT,Honorarium 5%,PHP,40273.26,5.91,2013.66,38253.69,4984,8,0,1.03,Freeze
OAVP,General Fund,2024-02-01,2024-03-11,2024-02-08,7,Payment Only,Fund Transfer,Net 30,PR-2024-6903,,RR-2024-4284,VAT,Rental,PHP,8605.8,93.38,430.29,8082.13,178,0,0,0.97,Freeze
CORPCOMM,Paid Fund,2024-12-21,2025-01-21,2024-12-28,7,Payment Only,Cheque,Net 30,PR-2024-5292,,,Non-VAT,Goods,PHP,19956.93,7.57,199.57,19749.79,262,0,0,1.01,Freeze
BDCCO,Paid Fund,2024-03-06,2024-03-17,2024-03-16,10,Payment Only,Fund Transfer,Net 30,PR-2024-9112,,,Non-VAT,Goods,PHP,36387.39,64.01,363.87,35959.51,725,0,0,1.08,Freeze
CCIS,Project Fund,2024-10-17,2024-11-16,2024-10-25,8,Payment Only,Cheque,Net 15,PR-2024-3783,,RR-2024-4935,VAT,Goods,PHP,106399.46,30.36,1063.99,105305.11,3159,3,0,1.1,Increase
OVPAA,General Fund,2025-06-20,2025-07-13,2025-06-26,6,Purchase Order,Fund Transfer,Net 15,PR-2025-9792,PO-2025-8633,RR-2025-3910,Non-VAT,Services,PHP,9377.29,71.74,187.55,9118.0,229,0,0,1.01,Freeze
ACO,Project Fund,2025-04-14,2025-05-25,2025-05-01,17,Payment Only,Cheque,Net 30,PR-2025-2510,,RR-2025-4185,VAT,Goods,PHP,12730.82,13.62,127.31,12589.89,642,0,0,1.07,Freeze
CEA,Paid Fund,2024-05-04,2024-05-20,2024-05-09,5,Purchase Order,Fund Transfer,Net 7,PR-2024-3790,PO-2024-9781,,VAT,Rental,PHP,19855.18,95.05,992.76,18767.37,5150,8,0,0.98,Freeze
TO,Project Fund,2022-01-15,2022-01-31,2022-01-21,6,Purchase Order,Fund Transfer,Net 15,PR-2022-8390,PO-2022-6453,RR-2022-6245,VAT,Services,PHP,12164.59,13.57,243.29,11907.73,657,0,0,1.08,Increase
CEA,General Fund,2024-03-11,2024-03-25,2024-03-24,13,Purchase Order,Fund Transfer,Net 15,PR-2024-2450,PO-2024-3811,RR-2024-3449,VAT,Services,PHP,35022.2,17.24,700.44,34304.52,5138,8,0,0.95,Increase
CHS,General Fund,2023-07-20,2023-08-22,2023-07-26,6,Purchase Order,Cash,Net 15,PR-2023-4510,PO-2023-1211,RR-2023-7699,VAT,Goods,PHP,35506.38,0.0,355.06,35151.32,2757,5,0,1.0,Freeze
TO,General Fund,2024-07-28,2024-08-28,2024-08-01,4,Purchase Order,Cheque,Net 7,PR-2024-9084,PO-2024-5932,,Non-VAT,Goods,PHP,19134.48,16.33,191.34,18926.81,644,0,0,0.99,Increase
OAVP,General Fund,2025-02-24,2025-03-25,2025-03-07,11,Purchase Order,Fund Transfer,Net 30,PR-2025-5642,PO-2025-5754,,VAT,Goods,PHP,21172.64,129.5,211.73,20831.41,259,0,0,1.03,Freeze
OCP,Special Fund,2024-09-19,2024-09-27,2024-09-19,0,Payment Only,Cash,Immediate,PR-2024-9116,,RR-2024-7588,VAT,Honorarium 5%,PHP,9870.96,0.0,493.55,9377.41,264,0,0,0.98,Decrease
LMO,Special Fund,2025-03-17,2025-04-05,2025-03-30,13,Purchase Order,Fund Transfer,Net 30,PR-2025-9562,PO-2025-4889,RR-2025-3515,Non-VAT,Services,PHP,29352.88,40.51,587.06,28725.31,590,0,0,0.9,Decrease
MARCOMM,Project Fund,2021-04-14,2021-05-25,2021-04-18,4,Payment Only,Fund Transfer,Net 15,PR-2021-5243,,RR-2021-6747,VAT,Honorarium 5%,PHP,6337.27,68.17,316.86,5952.24,547,0,0,0.96,Freeze
OCP,General Fund,2021-02-28,2021-03-28,2021-03-17,17,Payment Only,Fund Transfer,Net 30,PR-2021-5894,,RR-2021-5431,VAT,Honorarium 10%,PHP,9592.08,112.51,959.21,8520.36,285,0,0,0.97,Decrease
CEA,Project Fund,2022-04-09,2022-05-04,2022-04-16,7,Payment Only,Fund Transfer,Net 30,PR-2022-9250,,,Non-VAT,Goods,PHP,44732.7,72.14,447.33,44213.23,4962,8,0,0.91,Freeze
CHSW,Special Fund,2025-06-14,2025-06-29,2025-06-26,12,Purchase Order,Cheque,Net 45,PR-2025-4353,PO-2025-7928,RR-2025-1868,VAT,Goods,PHP,12163.32,20.97,121.63,12020.72,383,0,0,1.0,Freeze
ACO,Project Fund,2025-02-08,2025-03-24,2025-02-12,4,Payment Only,Fund Transfer,Net 15,PR-2025-6186,,,VAT,Services,PHP,7994.68,131.66,159.89,7703.13,664,0,0,1.05,Freeze
OVPAA,Paid Fund,2024-05-24,2024-06-21,2024-06-02,9,Payment Only,Cash,Net 30,PR-2024-8643,,,VAT,Goods,PHP,9857.73,0.0,98.58,9759.15,261,0,0,1.1,Freeze
TO,General Fund,2024-06-20,2024-07-03,2024-06-26,6,Payment Only,Cheque,Net 15,PR-2024-1011,,,VAT,Services,PHP,8443.77,3.9,168.88,8270.99,702,0,0,1.09,Freeze
CLIR,Others,2024-08-12,2024-09-05,2024-08-16,4,Payment Only,Cheque,Net 15,PR-2024-8593,,RR-2024-6965,Non-VAT,Goods,PHP,8578.43,4.68,85.78,8487.97,399,0,0,1.05,Freeze
CCIS,General Fund,2025-09-19,2025-10-24,2025-10-18,29,Purchase Order,Fund Transfer,Net 30,PR-2025-1122,PO-2025-9110,RR-2025-2110,VAT,Honorarium 5%,PHP,41281.43,54.47,2064.07,39162.89,3185,3,0,0.97,Freeze
DOST,General Fund,2025-02-23,2025-04-05,2025-03-09,14,Purchase Order,Cheque,Net 15,PR-2025-7205,PO-2025-9576,RR-2025-8900,VAT,Goods,PHP,10406.42,26.54,104.06,10275.82,243,0,0,1.05,Freeze
IDEALS,General Fund,2024-02-19,2024-03-13,2024-03-04,14,Payment Only,Cash,Net 30,PR-2024-5103,,RR-2024-6578,VAT,Services,PHP,8091.1,0.0,161.82,7929.28,507,0,0,1.08,Decrease
OAVP,Special Fund,2024-04-17,2024-04-27,2024-04-20,3,Purchase Order,Fund Transfer,Immediate,PR-2024-9172,PO-2024-3559,RR-2024-3522,Non-VAT,Honorarium 5%,PHP,14698.63,109.08,734.93,13854.62,199,0,0,1.04,Decrease
BDCCO,General Fund,2022-01-28,2022-03-06,2022-02-03,6,Purchase Order,Cheque,Net 15,PR-2022-8193,PO-2022-9090,RR-2022-4735,VAT,Goods,PHP,25871.33,34.37,258.71,25578.25,722,0,0,0.91,Freeze
CEA,General Fund,2024-04-24,2024-05-22,2024-05-01,7,Payment Only,Fund Transfer,Net 30,PR-2024-5100,,,Non-VAT,Goods,PHP,65980.81,66.08,659.81,65254.92,5144,8,0,1.1,Freeze
ICELL,General Fund,2023-02-09,2023-02-24,2023-02-18,9,Purchase Order,Cheque,Net 15,PR-2023-3349,PO-2023-1451,RR-2023-4760,VAT,Goods,PHP,17706.65,46.14,177.07,17483.44,663,0,0,1.09,Freeze
CCIS,General Fund,2021-10-05,2021-10-20,2021-10-07,2,Purchase Order,Cash,Immediate,PR-2021-7508,PO-2021-5148,,Non-VAT,Goods,PHP,19623.15,0.0,196.23,19426.92,2940,3,0,0.98,Increase
CLIR,Paid Fund,2025-01-06,2025-02-15,2025-01-15,9,Purchase Order,Cheque,Net 30,PR-2025-7202,PO-2025-5689,RR-2025-3485,Non-VAT,Goods,PHP,19496.8,20.56,194.97,19281.27,387,0,0,1.03,Increase
IFO,Project Fund,2023-07-28,2023-09-06,2023-08-17,20,Payment Only,Cheque,Net 30,PR-2023-7889,,RR-2023-6777,VAT,Honorarium 10%,PHP,6502.15,42.42,650.21,5809.52,655,0,0,0.96,Freeze
OAVP,General Fund,2025-11-05,2025-11-26,2025-11-14,9,Purchase Order,Fund Transfer,Net 30,PR-2025-4256,PO-2025-7063,RR-2025-7065,VAT,Services,USD,9409.62,65.52,188.19,9155.91,164,0,0,1.0,Freeze
OCP,General Fund,2022-05-20,2022-06-04,2022-05-28,8,Payment Only,Fund Transfer,Net 30,PR-2022-4908,,RR-2022-1266,VAT,Goods,PHP,12474.37,12.61,124.74,12337.02,224,0,0,1.08,Decrease
NSTP,Project Fund,2023-05-23,2023-07-06,2023-05-30,7,Payment Only,Cheque,Net 15,PR-2023-5145,,,Non-VAT,Services,PHP,16287.52,45.17,325.75,15916.6,532,0,0,1.0,Freeze
DOST,General Fund,2023-03-05,2023-04-03,2023-03-18,13,Purchase Order,Fund Transfer,Net 45,PR-2023-1107,PO-2023-6244,RR-2023-2555,VAT,Honorarium 5%,PHP,11480.12,142.65,574.01,10763.46,249,0,0,0.98,Increase
DOST,Special Fund,2021-07-16,2021-08-10,2021-07-16,0,Payment Only,Fund Transfer,Immediate,PR-2021-8684,,RR-2021-1086,Non-VAT,Services,PHP,13447.51,11.0,268.95,13167.56,283,0,0,0.98,Increase
RO,Project Fund,2023-02-26,2023-04-10,2023-03-07,9,Purchase Order,Cheque,Net 30,PR-2023-4466,PO-2023-2152,RR-2023-2521,VAT,Services,PHP,10471.87,26.64,209.44,10235.79,522,0,0,1.1,Increase
CAS,Special Fund,2022-06-02,2022-07-04,2022-06-05,3,Payment Only,Fund Transfer,Net 7,PR-2022-7294,,RR-2022-2578,VAT,Goods,PHP,49686.25,122.93,496.86,49066.46,3985,2,1,0.92,Decrease
OP,General Fund,2021-10-06,2021-10-21,2021-10-18,12,Purchase Order,Fund Transfer,Net 45,PR-2021-1866,PO-2021-7358,,VAT,Goods,PHP,10559.57,98.59,105.6,10355.38,557,0,0,1.1,Freeze
ITO,General Fund,2022-05-16,2022-06-24,2022-05-20,4,Payment Only,Cheque,Net 7,PR-2022-3083,,RR-2022-3899,VAT,Services,PHP,9692.49,34.27,193.85,9464.37,367,0,0,0.98,Freeze
ATYCB,Special Fund,2022-03-12,2022-04-18,2022-03-15,3,Payment Only,Cheque,Net 7,PR-2022-4962,,,Non-VAT,Goods,PHP,53331.63,45.72,533.32,52752.59,1015,6,0,1.04,Increase
CAS,General Fund,2024-09-10,2024-10-08,2024-09-24,14,Purchase Order,Cash,Net 30,PR-2024-7550,PO-2024-6217,RR-2024-7339,VAT,Goods,PHP,31048.4,0.0,310.48,30737.92,3836,2,0,0.93,Freeze
NSTP,Paid Fund,2021-02-08,2021-03-04,2021-02-12,4,Purchase Order,Cheque,Net 7,PR-2021-8771,PO-2021-8534,RR-2021-4578,VAT,Services,PHP,19760.41,41.76,395.21,19323.44,523,0,0,0.92,Freeze
CEA,General Fund,2024-02-01,2024-03-14,2024-02-08,7,Payment Only,Cheque,Net 30,PR-2024-1147,,RR-2024-5744,VAT,Services,USD,34148.12,41.95,682.96,33423.21,5065,8,0,0.95,Increase
ATYCB,Paid Fund,2024-11-13,2024-11-20,2024-11-19,6,Payment Only,Cheque,Net 15,PR-2024-4239,,RR-2024-2614,VAT,Goods,PHP,15187.8,16.02,151.88,15019.9,890,6,0,0.93,Freeze
NSTP,Special Fund,2023-05-03,2023-06-04,2023-05-21,18,Payment Only,Cheque,Net 45,PR-2023-3068,,RR-2023-9092,Non-VAT,Goods,USD,13706.77,14.95,137.07,13554.75,538,0,0,0.98,Increase
1900 STORE,General Fund,2025-08-25,2025-10-03,2025-09-06,12,Purchase Order,Fund Transfer,Net 30,PR-2025-5130,PO-2025-5850,,VAT,Goods,PHP,10418.07,25.87,104.18,10288.02,828,0,0,0.92,Freeze
CEA,General Fund,2024-07-15,2024-07-29,2024-07-28,13,Purchase Order,Fund Transfer,Net 30,PR-2024-6277,PO-2024-5647,,VAT,Rental,PHP,29479.7,88.1,1473.99,27917.61,5116,8,0,0.95,Decrease
CAS,General Fund,2024-10-26,2024-11-05,2024-11-04,9,Purchase Order,Fund Transfer,Net 30,PR-2024-8327,PO-2024-9964,,Non-VAT,Honorarium 5%,PHP,46464.44,32.96,2323.22,44108.26,3742,2,0,1.02,Freeze
ATYCB,General Fund,2022-01-22,2022-02-10,2022-01-28,6,Payment Only,Fund Transfer,Net 15,PR-2022-5883,,,VAT,Services,PHP,45618.37,96.48,912.37,44609.52,986,6,1,1.03,Decrease
CCIS,General Fund,2024-12-05,2025-01-09,2024-12-23,18,Payment Only,Cash,Net 30,PR-2024-1424,,RR-2024-5516,Non-VAT,Honorarium 5%,PHP,101288.89,0.0,5064.44,96224.45,3194,3,0,0.91,Freeze
DOST,Project Fund,2025-02-28,2025-04-03,2025-03-09,9,Purchase Order,Fund Transfer,Net 30,PR-2025-3448,PO-2025-6333,RR-2025-8678,VAT,Goods,PHP,11908.38,59.78,119.08,11729.52,225,0,0,0.9,Freeze
CHS,General Fund,2022-11-25,2022-12-06,2022-11-29,4,Payment Only,Fund Transfer,Net 15,PR-2022-7167,,RR-2022-2724,VAT,Honorarium 5%,PHP,33833.34,105.87,1691.67,32035.8,2689,5,0,1.01,Increase
OVPAA,Project Fund,2022-01-04,2022-02-16,2022-01-13,9,Purchase Order,Cash,Net 30,PR-2022-5060,PO-2022-9341,,Non-VAT,Rental,PHP,11501.76,0.0,575.09,10926.67,286,0,0,0.91,Increase
ICELL,General Fund,2022-12-19,2023-01-25,2023-01-13,25,Purchase Order,Fund Transfer,Net 30,PR-2022-6916,PO-2022-9304,RR-2022-3302,VAT,Goods,PHP,10244.07,132.72,102.44,10008.91,629,0,0,1.07,Freeze
IFO,Paid Fund,2024-09-04,2024-10-09,2024-09-11,7,Payment Only,Fund Transfer,Net 30,PR-2024-9147,,RR-2024-3745,Non-VAT,Goods,PHP,9082.15,62.41,90.82,8928.92,656,0,0,1.01,Freeze
CHS,General Fund,2023-02-07,2023-02-16,2023-02-15,8,Purchase Order,Fund Transfer,Net 45,PR-2023-9352,PO-2023-6888,RR-2023-1428,VAT,Rental,PHP,50398.21,10.56,2519.91,47867.74,2725,5,0,0.97,Freeze
CHS,General Fund,2024-09-14,2024-09-25,2024-09-21,7,Payment Only,Fund Transfer,Net 30,PR-2024-1605,,RR-2024-8216,VAT,Goods,PHP,22852.0,55.82,228.52,22567.66,2786,5,0,1.02,Freeze
CEA,Project Fund,2021-07-12,2021-08-21,2021-08-10,29,Purchase Order,Cheque,Net 30,PR-2021-5712,PO-2021-2632,RR-2021-4391,Non-VAT,Goods,PHP,34586.0,25.49,345.86,34214.65,4931,8,0,1.01,Decrease
CHSW,Project Fund,2025-01-25,2025-02-15,2025-02-13,19,Purchase Order,Fund Transfer,Net 30,PR-2025-7859,PO-2025-5134,,Non-VAT,Goods,PHP,16256.55,130.46,162.57,15963.52,366,0,0,1.08,Freeze
CAS,Others,2022-04-07,2022-05-15,2022-04-11,4,Payment Only,Cash,Net 15,PR-2022-5472,,RR-2022-4368,VAT,Services,PHP,17472.65,0.0,349.45,17123.2,3977,2,0,0.99,Freeze
DOST,Paid Fund,2022-03-23,2022-04-08,2022-04-07,15,Purchase Order,Fund Transfer,Net 15,PR-2022-7158,PO-2022-8087,,VAT,Goods,PHP,11108.06,64.96,111.08,10932.02,231,0,0,0.93,Freeze
OVPAA,Paid Fund,2023-12-18,2024-01-02,2023-12-21,3,Payment Only,Cheque,Net 7,PR-2023-9233,,,VAT,Goods,PHP,9476.09,16.35,94.76,9364.98,282,0,0,0.97,Increase
DOST,General Fund,2021-04-11,2021-05-07,2021-04-28,17,Purchase Order,Fund Transfer,Net 15,PR-2021-7841,PO-2021-7823,,VAT,Services,PHP,12277.95,139.01,245.56,11893.38,273,0,0,0.99,Increase
1900 STORE,Others,2021-02-16,2021-03-25,2021-02-24,8,Purchase Order,Fund Transfer,Net 7,PR-2021-8156,PO-2021-6250,RR-2021-5374,Non-VAT,Goods,USD,26761.83,19.21,267.62,26475.0,781,0,0,1.03,Increase
IFO,General Fund,2022-04-07,2022-05-03,2022-04-14,7,Purchase Order,Cash,Net 15,PR-2022-9722,PO-2022-3925,RR-2022-9586,Non-VAT,Goods,PHP,8021.02,0.0,80.21,7940.81,624,0,0,1.01,Freeze
CEA,Project Fund,2023-09-24,2023-10-23,2023-10-12,18,Purchase Order,Fund Transfer,Net 30,PR-2023-9887,PO-2023-6553,,VAT,Rental,PHP,16536.38,104.47,826.82,15605.09,4999,8,0,1.0,Increase
ATYCB,Paid Fund,2025-07-22,2025-08-10,2025-08-06,15,Purchase Order,Cash,Net 15,PR-2025-4987,PO-2025-1338,RR-2025-5022,VAT,Services,PHP,37402.19,0.0,748.04,36654.15,856,6,1,1.0,Freeze
LMO,Special Fund,2025-03-12,2025-03-28,2025-03-27,15,Purchase Order,Cheque,Net 30,PR-2025-5469,PO-2025-3785,,VAT,Services,PHP,12452.15,28.59,249.04,12174.52,583,0,0,1.05,Freeze
CHS,Special Fund,2023-06-16,2023-07-19,2023-06-18,2,Payment Only,Cheque,Net 7,PR-2023-8309,,RR-2023-1079,VAT,Rental,PHP,22928.66,10.83,1146.43,21771.4,2775,5,0,0.98,Freeze
ATYCB,Paid Fund,2021-03-03,2021-04-12,2021-03-12,9,Purchase Order,Fund Transfer,Net 30,PR-2021-9074,PO-2021-1390,RR-2021-5998,VAT,Services,USD,71259.7,36.62,1425.19,69797.89,1046,6,0,0.98,Freeze
CCIS,General Fund,2023-09-09,2023-10-13,2023-09-25,16,Payment Only,Cash,Net 30,PR-2023-7663,,,Non-VAT,Goods,PHP,43769.99,0.0,437.7,43332.29,3103,3,0,0.96,Freeze
CCIS,General Fund,2024-07-21,2024-07-29,2024-07-28,7,Payment Only,Cheque,Net 30,PR-2024-9226,,RR-2024-7128,VAT,Goods,PHP,78955.65,11.0,789.56,78155.09,3110,3,0,1.04,Increase
